path	sentence	sentence_normalized	up_votes	down_votes	age	gender	accent	locale	segment_id	source_id	audio_id	start_time_sec	end_time_sec	duration_sec	audio_quality_score	text_quality_score	speaker_id	split
0wfqIJphIQ8/0wfqIJphIQ8_00000.wav	ځیږی	ځیږی	0	0				ps	0wfqIJphIQ8_00000	youtube_amin_sultani	0wfqIJphIQ8	0.0	4.363	4.363	80.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00001.wav	موسیقی	موسیقی	0	0				ps	0wfqIJphIQ8_00001	youtube_amin_sultani	0wfqIJphIQ8	4.363	8.349	3.986	80.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00092.wav			0	0				ps	0wfqIJphIQ8_00092	youtube_amin_sultani	0wfqIJphIQ8	1066.311	1069.353	3.042	80.0	0.0		
0wfqIJphIQ8/0wfqIJphIQ8_00093.wav			0	0				ps	0wfqIJphIQ8_00093	youtube_amin_sultani	0wfqIJphIQ8	1069.353	1072.92	3.567	80.0	0.0		
2Lobk49sE0Y/2Lobk49sE0Y_00000.wav			0	0				ps	2Lobk49sE0Y_00000	youtube_amin_sultani	2Lobk49sE0Y	0.0	4.335	4.335	80.0	0.0		
8TTGi9HC8m8/8TTGi9HC8m8_00000.wav			0	0				ps	8TTGi9HC8m8_00000	youtube_amin_sultani	8TTGi9HC8m8	0.0	3.414	3.414	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00000.wav			0	0				ps	A9UdnFomS-4_00000	youtube_amin_sultani	A9UdnFomS-4	0.0	4.363	4.363	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00080.wav			0	0				ps	A9UdnFomS-4_00080	youtube_amin_sultani	A9UdnFomS-4	882.48	887.638	5.158	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00081.wav			0	0				ps	A9UdnFomS-4_00081	youtube_amin_sultani	A9UdnFomS-4	887.638	892.32	4.682	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00082.wav			0	0				ps	A9UdnFomS-4_00082	youtube_amin_sultani	A9UdnFomS-4	892.32	896.556	4.236	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00083.wav			0	0				ps	A9UdnFomS-4_00083	youtube_amin_sultani	A9UdnFomS-4	896.556	901.024	4.468	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00084.wav			0	0				ps	A9UdnFomS-4_00084	youtube_amin_sultani	A9UdnFomS-4	901.024	906.223	5.199	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00085.wav			0	0				ps	A9UdnFomS-4_00085	youtube_amin_sultani	A9UdnFomS-4	906.223	909.392	3.169	80.0	0.0		
A9UdnFomS-4/A9UdnFomS-4_00086.wav			0	0				ps	A9UdnFomS-4_00086	youtube_amin_sultani	A9UdnFomS-4	909.392	912.43	3.038	80.0	0.0		
KZiJ7BGgZB4/KZiJ7BGgZB4_00000.wav			0	0				ps	KZiJ7BGgZB4_00000	youtube_amin_sultani	KZiJ7BGgZB4	0.0	4.364	4.364	80.0	0.0		
KZiJ7BGgZB4/KZiJ7BGgZB4_00167.wav			0	0				ps	KZiJ7BGgZB4_00167	youtube_amin_sultani	KZiJ7BGgZB4	1846.512	1850.68	4.168	80.0	0.0		
LJrJDuWJfpg/LJrJDuWJfpg_00000.wav			0	0				ps	LJrJDuWJfpg_00000	youtube_amin_sultani	LJrJDuWJfpg	0.0	4.363	4.363	80.0	0.0		
NL_cMlllkY8/NL_cMlllkY8_00000.wav			0	0				ps	NL_cMlllkY8_00000	youtube_amin_sultani	NL_cMlllkY8	0.0	4.402	4.402	80.0	0.0		
VK_BD1cSYmg/VK_BD1cSYmg_00000.wav			0	0				ps	VK_BD1cSYmg_00000	youtube_amin_sultani	VK_BD1cSYmg	0.0	4.363	4.363	80.0	0.0		
XNjgfpT0tKQ/XNjgfpT0tKQ_00000.wav			0	0				ps	XNjgfpT0tKQ_00000	youtube_amin_sultani	XNjgfpT0tKQ	0.0	3.381	3.381	80.0	0.0		
XNjgfpT0tKQ/XNjgfpT0tKQ_00001.wav			0	0				ps	XNjgfpT0tKQ_00001	youtube_amin_sultani	XNjgfpT0tKQ	3.381	6.556	3.175	80.0	0.0		
XNjgfpT0tKQ/XNjgfpT0tKQ_00002.wav			0	0				ps	XNjgfpT0tKQ_00002	youtube_amin_sultani	XNjgfpT0tKQ	6.556	11.936	5.38	80.0	0.0		
baBfXRWvYAs/baBfXRWvYAs_00124.wav			0	0				ps	baBfXRWvYAs_00124	youtube_amin_sultani	baBfXRWvYAs	1315.241	1318.52	3.279	80.0	0.0		
iZdPHCf9BPE/iZdPHCf9BPE_00000.wav			0	0				ps	iZdPHCf9BPE_00000	youtube_amin_sultani	iZdPHCf9BPE	0.0	4.27	4.27	80.0	0.0		
jBd7h7alkp4/jBd7h7alkp4_00076.wav			0	0				ps	jBd7h7alkp4_00076	youtube_amin_sultani	jBd7h7alkp4	933.743	937.997	4.254	80.0	0.0		
luWEdbuGpOU/luWEdbuGpOU_00000.wav			0	0				ps	luWEdbuGpOU_00000	youtube_amin_sultani	luWEdbuGpOU	0.0	4.363	4.363	80.0	0.0		
luWEdbuGpOU/luWEdbuGpOU_00124.wav			0	0				ps	luWEdbuGpOU_00124	youtube_amin_sultani	luWEdbuGpOU	1412.894	1416.02	3.126	80.0	0.0		
of2L87GtK7M/of2L87GtK7M_00000.wav			0	0				ps	of2L87GtK7M_00000	youtube_amin_sultani	of2L87GtK7M	0.0	3.618	3.618	80.0	0.0		
rLJ8Jx61BHQ/rLJ8Jx61BHQ_00000.wav			0	0				ps	rLJ8Jx61BHQ_00000	youtube_amin_sultani	rLJ8Jx61BHQ	0.0	3.483	3.483	80.0	0.0		
